stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
56301,,FiÃ±ana,,37.184647,-2.839757,,,,,Europe/Madrid,2
56103,,BenalÃºa de Guadix,,37.345277,-3.163177,,,,,Europe/Madrid,2
57003,,Iznalloz,,37.395852,-3.527947,,,,,Europe/Madrid,2
60914,,Universidad de Alicante,,38.384165,-0.528411,,,,,Europe/Madrid,2
60913,,Sant Vicent Centre,,38.3946533,-0.5287247,,,,,Europe/Madrid,2
65400,,Tortosa,,40.807333,0.5230136,,,,,Europe/Madrid,1
65003,,ValÃ¨ncia-Cabanyal,,39.4702456,-0.3346772,,,,,Europe/Madrid,2
65208,,Vila-Real,,39.9330935,-0.0967681,,,,,Europe/Madrid,2
65306,,Torreblanca,,40.212211,0.198779,,,,,Europe/Madrid,2
65308,,AlcalÃ¡ de Chivert,,40.30469,0.228717,,,,,Europe/Madrid,2
65314,,Ulldecona-Alcanar-La SÃ©nia,,40.5959267,0.44927448,,,,,Europe/Madrid,2
65206,,Nules la Villavella,,39.8532354,-0.1527317,,,,,Europe/Madrid,2
62003,,Callosa de Segura,,38.1227686,-0.8745747,,,,,Europe/Madrid,2
62100,,San Isidro-Albatera-Catral,,38.1670209,-0.8380854,,,,,Europe/Madrid,2
62101,,Crevillente,,38.2245622,-0.7815283,,,,,Europe/Madrid,2
62102,,Elche/Elx-CarrÃºs,,38.2689783,-0.7063992,,,,,Europe/Madrid,2
62104,,Torrellano,,38.2896365,-0.5824572,,,,,Europe/Madrid,2
62109,,Sant Gabriel,,38.3290647,-0.5086866,,,,,Europe/Madrid,2
60907,,Novelda-Aspe,,38.407086,-0.777744,,,,,Europe/Madrid,2
60904,,Sax,,38.544251,-0.813729,,,,,Europe/Madrid,2
60900,,La Encina,,38.765344,-0.954244,,,,,Europe/Madrid,2
60800,,Almansa,,38.867822,-1.105446,,,,,Europe/Madrid,2
64200,,Silla,,39.3619548,-0.4149813,,,,,Europe/Madrid,2
69011,,Alcoi,,38.709349,-0.470247,,,,,Europe/Madrid,2
64203,,Alfafar-BenetÃºsser,,39.4224232,-0.392605,,,,,Europe/Madrid,2
64202,,Massanassa,,39.4091934,-0.3953073,,,,,Europe/Madrid,2
64201,,Catarroja,,39.4000447,-0.3992195,,,,,Europe/Madrid,2
64107,,BenifaiÃ³,,39.2843027,-0.4299537,,,,,Europe/Madrid,2
64105,,AlgemesÃ­,,39.1931484,-0.4409196,,,,,Europe/Madrid,2
64104,,Alzira,,39.1531495,-0.4506011,,,,,Europe/Madrid,2
64103,,Carcaixent,,39.1205251,-0.4544102,,,,,Europe/Madrid,2
64102,,La Pobla Llarga,,39.0833385,-0.4696592,,,,,Europe/Madrid,2
64007,,Lenova-Manuel,,39.0500727,-0.4776036,,,,,Europe/Madrid,2
69002,,BenigÃ nim,,38.938499,-0.453424,,,,,Europe/Madrid,2
69006,,Albaida,,38.845645,-0.518129,,,,,Europe/Madrid,2
69008,,Ontinyent,,38.809692,-0.602457,,,,,Europe/Madrid,2
65002,,ValÃ¨ncia-La Font de Sant LluÃ­s,,39.4416052,-0.371422,,,,,Europe/Madrid,2
65008,,PuÃ§ol,,39.6205367,-0.3031085,,,,,Europe/Madrid,2
65005,,Albuixech,,39.5435233,-0.3205526,,,,,Europe/Madrid,2
65007,,El Puig,,39.588302,-0.3116645,,,,,Europe/Madrid,2
65202,,Almenara,,39.7487737,-0.2183811,,,,,Europe/Madrid,2
65204,,Chilches/Xilxes,,39.7826726,-0.1903295,,,,,Europe/Madrid,2
65207,,Burriana-AlquerÃ­as NiÃ±o Perdido,,39.8965088,-0.1038601,,,,,Europe/Madrid,2
65209,,Almassora,,39.9549079,-0.0767713,,,,,Europe/Madrid,2
65001,,Roca-CÃºper,,39.5262094,-0.3238405,,,,,Europe/Madrid,2
65006,,Massalfassar,,39.5557532,-0.3183058,,,,,Europe/Madrid,2
65201,,Les Valls,,39.7193457,-0.2397602,,,,,Europe/Madrid,2
65203,,La Llosa,,39.7678109,-0.2029444,,,,,Europe/Madrid,2
65205,,Moncofa,,39.8208891,-0.1626965,,,,,Europe/Madrid,2
71400,,Reus,,41.1605229,1.10008978,,,,,Europe/Madrid,1
79400,,Barcelona EstaciÃ³ de FranÃ§a,,41.3844866,2.18534785,,,,,Europe/Madrid,1
71802,,Barcelona-Passeig de GrÃ cia,,41.3920862,2.16533862,,,,,Europe/Madrid,2
71700,,Vilanova i la GeltrÃº,,41.2203207,1.73077249,,,,,Europe/Madrid,2
71600,,Sant VicenÃ§ de Calders,,41.1862102,1.52480358,,,,,Europe/Madrid,2
71503,,Torredembarra,,41.1427923,1.40578377,,,,,Europe/Madrid,1
71502,,Altafulla-Tamarit,,41.1366479,1.37341488,,,,,Europe/Madrid,2
71401,,Vila-seca,,41.1128193,1.15037877,,,,,Europe/Madrid,2
71210,,Flix,,41.2293651,0.54010012,,,,,Europe/Madrid,2
71211,,AscÃ³,,41.1823727,0.56902524,,,,,Europe/Madrid,2
71300,,MÃ³ra la Nova,,41.1065823,0.65321819,,,,,Europe/Madrid,2
71302,,CapÃ§anes,,41.1020902,0.78036099,,,,,Europe/Madrid,2
71303,,MarÃ§Ã -Falset,,41.1309421,0.81041774,,,,,Europe/Madrid,2
71304,,Pradell,,41.1333595,0.85865032,,,,,Europe/Madrid,2
71305,,DuesaigÃ¼es-L'Argentera,,41.1436928,0.92087096,,,,,Europe/Madrid,2
71306,,Riudecanyes-Botarell,,41.1400577,0.97574775,,,,,Europe/Madrid,2
71307,,Les Borges del Camp,,41.1665064,1.0221323,,,,,Europe/Madrid,2
71204,,Caspe,,41.239738,-0.042701,,,,,Europe/Madrid,2
71209,,Riba-roja d'Ebre,,41.2485594,0.48103178,,,,,Europe/Madrid,2
71208,,FaiÃ³-La Pobla de Massaluca,,41.2250555,0.35110259,,,,,Europe/Madrid,2
71207,,Nonaspe,,41.213788,0.242472,,,,,Europe/Madrid,2
71206,,Fabara,,41.234405,0.143284,,,,,Europe/Madrid,2
72101,,Roda de Mar,,41.1864204,1.45520767,,,,,Europe/Madrid,2
76004,,Valls,,41.2896079,1.25865179,,,,,Europe/Madrid,2
73100,,La Plana-Picamoixons,,41.3061987,1.19488293,,,,,Europe/Madrid,2
73008,,Montblanc,,41.3766254,1.16554869,,,,,Europe/Madrid,2
73007,,L'Espluga de FrancolÃ­,,41.4006616,1.10336094,,,,,Europe/Madrid,2
73006,,VimbodÃ­ i Poblet,,41.4027277,1.04603327,,,,,Europe/Madrid,2
73005,,Vinaixa,,41.425141,0.9703737,,,,,Europe/Madrid,2
73003,,Les Borges Blanques,,41.5213973,0.87791022,,,,,Europe/Madrid,2
73002,,Juneda,,41.5439328,0.82554185,,,,,Europe/Madrid,2
73001,,Puigverd de Lleida-Artesa de Lleida,,41.5537015,0.73342706,,,,,Europe/Madrid,2
76003,,Nulles-BrÃ fim,,41.2503192,1.29750259,,,,,Europe/Madrid,2
76001,,SalomÃ³,,41.2234416,1.37662504,,,,,Europe/Madrid,2
76002,,Vilabella,,41.2395473,1.31749155,,,,,Europe/Madrid,2
73010,,La Riba,,41.3184926,1.1813126,,,,,Europe/Madrid,2
73009,,Vilaverd,,41.3376633,1.17653235,,,,,Europe/Madrid,2
73004,,La Floresta,,41.5042013,0.924432,,,,,Europe/Madrid,2
73102,,La Selva del Camp,,41.2111544,1.14396003,,,,,Europe/Madrid,2
73101,,Alcover,,41.2616066,1.17416002,,,,,Europe/Madrid,2
65411,,Salou-Port Aventura,,41.0884798,1.14605195,,,,,Europe/Madrid,2
71205,,Val de Pilas,,41.230056,0.070145,,,,,Europe/Madrid,2
71201,,Samper,,41.182183,-0.368761,,,,,Europe/Madrid,2
71200,,La Puebla de HÃ­jar,,41.2244,-0.438595,,,,,Europe/Madrid,2
71108,,La Zaida-SÃ¡stago,,41.320542,-0.427115,,,,,Europe/Madrid,2
71105,,Quinto,,41.419528,-0.490673,,,,,Europe/Madrid,2
71103,,Fuentes de Ebro,,41.515065,-0.618625,,,,,Europe/Madrid,2
70806,,Zaragoza-Portillo,,41.6527361,-0.8958759,,,,,Europe/Madrid,1
70807,,Zaragoza-Goya,,41.6438779,-0.8912574,,,,,Europe/Madrid,2
71100,,Zaragoza-Miraflores,,41.6334311,-0.8681653,,,,,Europe/Madrid,1
78302,,BinÃ©far,,41.849768,0.291478,,,,,Europe/Madrid,2
78301,,MonzÃ³n-RÃ­o Cinca,,41.913679,0.196939,,,,,Europe/Madrid,2
78203,,SariÃ±ena,,41.817529,-0.17076,,,,,Europe/Madrid,2
78201,,GraÃ±Ã©n,,41.938033,-0.369329,,,,,Europe/Madrid,2
78005,,Villanueva de GÃ¡llego,,41.76551,-0.822204,,,,,Europe/Madrid,2
78500,,Cervera,,41.673611,1.274773,,,,,Europe/Madrid,2
78402,,Bell-lloc d'Urgell,,41.631619,0.781547,,,,,Europe/Madrid,2
78403,,Mollerussa,,41.631779,0.896775,,,,,Europe/Madrid,2
78404,,GolmÃ©s,,41.635929,0.930863,,,,,Europe/Madrid,2
78405,,Castellnou de Seana,,41.637464,0.967736,,,,,Europe/Madrid,2
78406,,Bellpuig,,41.632545,1.012993,,,,,Europe/Madrid,2
78407,,Anglesola,,41.646448,1.079192,,,,,Europe/Madrid,2
78408,,TÃ rrega,,41.650387,1.138963,,,,,Europe/Madrid,2
78700,,Terrassa EstaciÃ³ del Nord,,41.5697825,2.01435428,,,,,Europe/Madrid,2
78604,,Sant VicenÃ§ de Castellet,,41.6688309,1.86264304,,,,,Europe/Madrid,2
78600,,Manresa,,41.7203921,1.82648564,,,,,Europe/Madrid,2
78506,,Rajadell,,41.733159,1.696275,,,,,Europe/Madrid,2
78505,,Aguilar de Segarra,,41.738917,1.62372,,,,,Europe/Madrid,2
78504,,Seguers-Sant Pere Sallavinera,,41.747991,1.574167,,,,,Europe/Madrid,2
78503,,Calaf,,41.730334,1.515097,,,,,Europe/Madrid,2
78502,,Sant MartÃ­ Sesgueioles,,41.701217,1.486204,,,,,Europe/Madrid,2
78501,,Sant Guim de Freixenet,,41.655924,1.42053,,,,,Europe/Madrid,2
74217,,Canfranc,,42.751471,-0.514641,,,,,Europe/Madrid,2
74216,,VillanÃºa,,42.688745,-0.52346,,,,,Europe/Madrid,2
74214,,Castiello-Pueblo,,42.62811,-0.546291,,,,,Europe/Madrid,2
74213,,Jaca,,42.578303,-0.539231,,,,,Europe/Madrid,2
74211,,SabiÃ±Ã¡nigo,,42.520446,-0.373085,,,,,Europe/Madrid,2
74209,,Caldearenas-AquiluÃ©,,42.397973,-0.499309,,,,,Europe/Madrid,2
74208,,AnzÃ¡nigo,,42.403289,-0.643344,,,,,Europe/Madrid,2
74207,,Santa MarÃ­a y la PeÃ±a,,42.38039,-0.695647,,,,,Europe/Madrid,2
74206,,Riglos,,42.344756,-0.731599,,,,,Europe/Madrid,2
74204,,Ayerbe,,42.27561,-0.682569,,,,,Europe/Madrid,2
79203,,Caldes de Malavella,,41.84111,2.80076692,,,,,Europe/Madrid,2
79202,,Sils,,41.8075996,2.74500729,,,,,Europe/Madrid,2
79200,,MaÃ§anet-Massanes,,41.7724212,2.67385865,,,,,Europe/Madrid,2
79104,,Sant Celoni,,41.6857928,2.49072799,,,,,Europe/Madrid,2
79009,,Barcelona El Clot,,41.4092979,2.18719759,,,,,Europe/Madrid,2
79309,,Figueres,,42.2651134,2.96880074,,,,,Europe/Madrid,1
79303,,FlaÃ§Ã ,,42.047477,2.95740315,,,,,Europe/Madrid,1
79315,,Portbou,,42.4245908,3.15801841,,,,,Europe/Madrid,1
79312,,LlanÃ§Ã ,,42.3666194,3.1489746,,,,,Europe/Madrid,2
79314,,Colera,,42.4068837,3.15434316,,,,,Europe/Madrid,2
79311,,VilajuÃ¯ga,,42.3256691,3.08754626,,,,,Europe/Madrid,2
79308,,Vilamalla,,42.216362,2.97776423,,,,,Europe/Madrid,2
79306,,Sant Miquel de FluviÃ ,,42.1721019,2.98959828,,,,,Europe/Madrid,2
79305,,Camallera,,42.1223297,2.96536522,,,,,Europe/Madrid,2
79304,,Sant Jordi Desvalls,,42.0683023,2.96447664,,,,,Europe/Madrid,2
79302,,Bordils-JuiÃ ,,42.0370568,2.91529561,,,,,Europe/Madrid,2
79301,,CelrÃ ,,42.0271984,2.87490587,,,,,Europe/Madrid,2
79205,,Fornells de la Selva,,41.935043,2.80978324,,,,,Europe/Madrid,2
79204,,Riudellots,,41.896297,2.81157037,,,,,Europe/Madrid,2
79107,,Hostalric,,41.747788,2.63165011,,,,,Europe/Madrid,2
79106,,Riells i Viabrea-Breda,,41.7263582,2.56889584,,,,,Europe/Madrid,2
79105,,Gualba,,41.7181901,2.53878373,,,,,Europe/Madrid,2
79100,,Granollers Centre,,41.5997447,2.29126962,,,,,Europe/Madrid,1
79004,,Barcelona Sant Andreu,,41.4361251,2.19319866,,,,,Europe/Madrid,2
79316,,CerbÃ¨re,,42.441664,3.16314935,,,,,Europe/Madrid,2
11203,,Manzanos,,42.742899,-2.867501,,,,,Europe/Madrid,2
11204,,La Puebla de ArganzÃ³n,,42.765245,-2.830385,,,,,Europe/Madrid,2
11205,,Nanclares-Langraiz,,42.816216,-2.804942,,,,,Europe/Madrid,2
11210,,AlegrÃ­a-Dulantzi,,42.848723,-2.514668,,,,,Europe/Madrid,2
11212,,Agurain-Salvatierra de Ãlava,,42.84643,-2.38921,,,,,Europe/Madrid,2
11213,,Araia,,42.869599,-2.306807,,,,,Europe/Madrid,2
11305,,Brinkola,,43.0189865,-2.3346811,,,,,Europe/Madrid,2
11306,,Legazpi,,43.0510385,-2.3306103,,,,,Europe/Madrid,2
11402,,OrmÃ¡iztegui,,43.0402752,-2.256462,,,,,Europe/Madrid,2
11404,,Beasain,,43.0462687,-2.2022994,,,,,Europe/Madrid,2
11405,,Ordizia,,43.0527547,-2.1791923,,,,,Europe/Madrid,2
11501,,Tolosa-Centro,,43.1393963,-2.0741122,,,,,Europe/Madrid,2
11503,,Billabona-Zizurkil,,43.1891906,-2.0553722,,,,,Europe/Madrid,2
11504,,Andoain-Centro,,43.2155738,-2.0204595,,,,,Europe/Madrid,2
11507,,Hernani-Erdia,,43.2664779,-1.9726232,,,,,Europe/Madrid,2
11516,,Lezo-RenterÃ­a,,43.3159364,-1.8994386,,,,,Europe/Madrid,2
11515,,Pasaia,,43.3189428,-1.9171727,,,,,Europe/Madrid,2
11514,,Herrera,,43.3193537,-1.9370173,,,,,Europe/Madrid,2
11522,,Intxaurrondo,,43.3200487,-1.9517673,,,,,Europe/Madrid,2
11513,,Ategorrieta,,43.3203225,-1.9598127,,,,,Europe/Madrid,2
11512,,Gros,,43.3218457,-1.9738835,,,,,Europe/Madrid,2
81205,,Cortes de Navarra,,41.915076,-1.420439,,,,,Europe/Madrid,2
81203,,Ribaforada,,41.997038,-1.515097,,,,,Europe/Madrid,2
80115,,Villafranca de Navarra,,42.280734,-1.745716,,,,,Europe/Madrid,2
80114,,Marcilla de Navarra,,42.334851,-1.717418,,,,,Europe/Madrid,2
80109,,Olite-Erriberri,,42.484989,-1.649964,,,,,Europe/Madrid,2
80005,,Uharte-Arakil,,42.920606,-1.974814,,,,,Europe/Madrid,2
80003,,Etxarri-Aranatz,,42.911138,-2.071245,,,,,Europe/Madrid,2
80001,,Altsasu-Pueblo,,42.893283,-2.167429,,,,,Europe/Madrid,2
11109,,Briviesca,,42.542765,-3.319287,,,,,Europe/Madrid,2
11111,,Pancorbo,,42.630486,-3.112307,,,,,Europe/Madrid,2
70801,,Utebo,,41.7108644,-0.9985828,,,,,Europe/Madrid,1
70800,,Casetas,,41.7226479,-1.0201916,,,,,Europe/Madrid,1
81210,,AlagÃ³n,,41.771422,-1.112771,,,,,Europe/Madrid,2
81209,,CabaÃ±as de Ebro,,41.788065,-1.167533,,,,,Europe/Madrid,2
81208,,Pedrola,,41.805198,-1.201673,,,,,Europe/Madrid,2
81207,,Luceni,,41.826116,-1.243536,,,,,Europe/Madrid,2
81206,,Gallur,,41.867164,-1.321342,,,,,Europe/Madrid,2
81105,,Alcanadre,,42.407437,-2.122094,,,,,Europe/Madrid,2
81102,,Agoncillo,,42.443585,-2.291701,,,,,Europe/Madrid,2
60301,,Quero,,39.504173,-3.266072,,,,,Europe/Madrid,2
60300,,VillacaÃ±as,,39.622698,-3.33051,,,,,Europe/Madrid,2
60203,,Villasequilla,,39.879535,-3.728453,,,,,Europe/Madrid,2
60202,,Castillejo-AÃ±over,,39.949634,-3.738774,,,,,Europe/Madrid,2
60200,,Aranjuez,,40.0350257,-3.6182534,,,,,Europe/Madrid,2
35207,,Casatejada,,39.891909,-5.677732,,,,,Europe/Madrid,2
35005,,Illescas,,40.12088,-3.842262,,,,,Europe/Madrid,2
35002,,Fuenlabrada,,40.2833784,-3.7994429,,,,,Europe/Madrid,2
35303,,CaÃ±averal,,39.789124,-6.375031,,,,,Europe/Madrid,2
35302,,Casas de MillÃ¡n,,39.811866,-6.326045,,,,,Europe/Madrid,2
35301,,Mirabel,,39.866229,-6.228969,,,,,Europe/Madrid,2
35406,,Valencia de AlcÃ¡ntara,,39.426928,-7.230688,,,,,Europe/Madrid,2
35405,,San Vicente de AlcÃ¡ntara,,39.381561,-7.117075,,,,,Europe/Madrid,2
35402,,Arroyo de Malpartida,,39.468078,-6.533634,,,,,Europe/Madrid,2
50002,,Cinco Casas,,39.169282,-3.232663,,,,,Europe/Madrid,2
94002,,Daimiel,,39.061553,-3.604213,,,,,Europe/Madrid,2
94004,,Almagro,,38.895323,-3.709777,,,,,Europe/Madrid,2
10400,,Ãvila,,40.657255,-4.683312,,,,,Europe/Madrid,1
18002,,Madrid-Nuevos Ministerios,,40.4466271,-3.6923468,,,,,Europe/Madrid,1
18001,,Madrid-Recoletos,,40.4233731,-3.690931,,,,,Europe/Madrid,2
10000,,Madrid-PrÃ­ncipe PÃ­o,,40.4214895,-3.7189689,,,,,Europe/Madrid,1
10001,,Aravaca,,40.4484551,-3.7855547,,,,,Europe/Madrid,2
10002,,Pozuelo,,40.4474569,-3.8002779,,,,,Europe/Madrid,2
10005,,Las Rozas,,40.4942887,-3.8681747,,,,,Europe/Madrid,2
10100,,Pinar de las Rozas,,40.5222672,-3.8822477,,,,,Europe/Madrid,2
10200,,Villalba de Guadarrama,,40.6264893,-4.0080301,,,,,Europe/Madrid,1
10201,,San Yago,,40.6178953,-4.0310749,,,,,Europe/Madrid,2
10202,,Las Zorreras-Navalquejigo,,40.6093116,-4.0463626,,,,,Europe/Madrid,2
10203,,El Escorial,,40.5853675,-4.1324053,,,,,Europe/Madrid,2
10204,,Zarzalejo,,40.5389272,-4.1580662,,,,,Europe/Madrid,2
10205,,Robledo de Chavela,,40.5208244,-4.2467592,,,,,Europe/Madrid,2
10206,,Santa MarÃ­a de la Alameda-Peguerinos,,40.569001,-4.2691255,,,,,Europe/Madrid,2
10209,,El Pimpollar,,40.567587,-4.283541,,,,,Europe/Madrid,2
10207,,Las Navas del MarquÃ©s,,40.589205,-4.362259,,,,,Europe/Madrid,2
10208,,Navalperal,,40.591152,-4.408382,,,,,Europe/Madrid,2
10300,,HerradÃ³n-La CaÃ±ada,,40.599275,-4.495039,,,,,Europe/Madrid,2
97201,,Madrid-RamÃ³n y Cajal,,40.4881473,-3.6948037,,,,,Europe/Madrid,2
97200,,Mirasierra-Paco de LucÃ­a,,40.499759,-3.7092505,,,,,Europe/Madrid,2
97100,,Pitis,,40.4954173,-3.7261603,,,,,Europe/Madrid,2
10101,,Las Matas,,40.5523869,-3.8967664,,,,,Europe/Madrid,2
10103,,Torrelodones,,40.574554,-3.9566013,,,,,Europe/Madrid,2
10104,,Galapagar-La Navata,,40.6003138,-3.982259,,,,,Europe/Madrid,2
12100,,Segovia,,40.93403,-4.11365,,,,,Europe/Madrid,2
12001,,Los Negrales,,40.638567,-4.0218746,,,,,Europe/Madrid,2
12002,,Alpedrete,,40.6581044,-4.0349719,,,,,Europe/Madrid,2
12004,,Collado Mediano,,40.6928982,-4.0359271,,,,,Europe/Madrid,2
12005,,Los Molinos-Guadarrama,,40.7066407,-4.0671991,,,,,Europe/Madrid,2
12006,,Cercedilla,,40.7376129,-4.0662985,,,,,Europe/Madrid,2
12009,,San Rafael,,40.714944,-4.18143,,,,,Europe/Madrid,2
12010,,El Espinar,,40.740852,-4.189482,,,,,Europe/Madrid,2
12011,,Los Ãngeles de San Rafael,,40.777909,-4.206933,,,,,Europe/Madrid,2
12012,,Otero-Herreros,,40.80097,-4.203504,,,,,Europe/Madrid,2
12013,,Ortigosa del Monte,,40.832771,-4.168094,,,,,Europe/Madrid,2
12014,,Navas de RiofrÃ­o-La Losa,,40.856673,-4.141103,,,,,Europe/Madrid,2
10302,,Guimorcondo,,40.649062,-4.614987,,,,,Europe/Madrid,2
35012,,Humanes,,40.2558101,-3.8287055,,,,,Europe/Madrid,2
10409,,ArÃ©valo,,41.047123,-4.701988,,,,,Europe/Madrid,2
82100,,Soria,,41.754754,-2.476537,,,,,Europe/Madrid,1
84104,,Quintana Redonda,,41.639726,-2.609682,,,,,Europe/Madrid,2
84103,,Tardelcuende,,41.593525,-2.639337,,,,,Europe/Madrid,2
84101,,AlmazÃ¡n-Villa,,41.489019,-2.525375,,,,,Europe/Madrid,2
70400,,Torralba,,41.136617,-2.492952,,,,,Europe/Madrid,2
70302,,SigÃ¼enza,,41.071417,-2.646407,,,,,Europe/Madrid,2
70209,,Jadraque,,40.930229,-2.935935,,,,,Europe/Madrid,2
70200,,Guadalajara,,40.6441928,-3.1822602,,,,,Europe/Madrid,2
70103,,AlcalÃ¡ de Henares,,40.4890814,-3.3662457,,,,,Europe/Madrid,2
70207,,Espinosa de Henares,,40.909686,-3.073157,,,,,Europe/Madrid,2
70208,,Carrascosa de Henares,,40.90598,-3.014352,,,,,Europe/Madrid,2
70210,,Matillas,,40.953808,-2.84326,,,,,Europe/Madrid,2
70300,,Baides,,41.004864,-2.785635,,,,,Europe/Madrid,2
70101,,San Fernando de Henares,,40.4427805,-3.5339866,,,,,Europe/Madrid,2
70102,,TorrejÃ³n de Ardoz,,40.4547895,-3.47973,,,,,Europe/Madrid,2
70107,,AlcalÃ¡ de Henares-Universidad,,40.5054303,-3.3353258,,,,,Europe/Madrid,2
70104,,Meco,,40.5346731,-3.2986806,,,,,Europe/Madrid,2
70105,,Azuqueca,,40.561077,-3.265397,,,,,Europe/Madrid,2
70002,,Asamblea de Madrid-EntrevÃ­as,,40.3818618,-3.6680454,,,,,Europe/Madrid,2
70003,,El Pozo,,40.3760377,-3.6561407,,,,,Europe/Madrid,2
70005,,Vallecas,,40.382364,-3.623042,,,,,Europe/Madrid,2
70109,,Santa Eugenia,,40.3869545,-3.6089855,,,,,Europe/Madrid,2
70100,,VicÃ¡lvaro,,40.4012524,-3.595897,,,,,Europe/Madrid,2
70108,,Coslada,,40.423237,-3.5611109,,,,,Europe/Madrid,2
70112,,Soto del Henares,,40.463964,-3.4414076,,,,,Europe/Madrid,2
70111,,La Garena,,40.4805448,-3.3930055,,,,,Europe/Madrid,2
35109,,MontearagÃ³n,,39.960996,-4.647093,,,,,Europe/Madrid,2
37406,,Villanueva de la Serena,,38.96886,-5.7965,,,,,Europe/Madrid,2
37407,,Don Benito,,38.96695,-5.862923,,,,,Europe/Madrid,2
37409,,Valdetorres,,38.913301,-6.069407,,,,,Europe/Madrid,2
37410,,GuareÃ±a,,38.896749,-6.128842,,,,,Europe/Madrid,2
37611,,Garrovilla-Las Vegas,,38.915763,-6.47408,,,,,Europe/Madrid,2
37608,,Montijo-El Molino,,38.913973,-6.618281,,,,,Europe/Madrid,2
37604,,Guadiana,,38.922099,-6.689998,,,,,Europe/Madrid,2
37311,,Cabeza del Buey,,38.72389,-5.227067,,,,,Europe/Madrid,2
37400,,AlmorchÃ³n,,38.696631,-5.290496,,,,,Europe/Madrid,2
37402,,Castuera,,38.735021,-5.541637,,,,,Europe/Madrid,2
37404,,Campanario,,38.853395,-5.641415,,,,,Europe/Madrid,2
40002,,Calamonte,,38.886931,-6.382965,,,,,Europe/Madrid,2
40004,,Almendralejo,,38.684662,-6.399815,,,,,Europe/Madrid,2
40005,,Villafranca de los Barros,,38.564402,-6.352048,,,,,Europe/Madrid,2
40006,,Los Santos de Maimona,,38.449724,-6.361749,,,,,Europe/Madrid,2
40008,,Zafra Feria,,38.424403,-6.410084,,,,,Europe/Madrid,2
11004,,Magaz,,41.976561,-4.432114,,,,,Europe/Madrid,2
11006,,Quintana del Puente,,42.079974,-4.19858,,,,,Europe/Madrid,2
11009,,VillaquirÃ¡n,,42.215717,-3.999396,,,,,Europe/Madrid,2
60507,,La Gineta,,39.111665,-2.000155,,,,,Europe/Madrid,2
60505,,La Roda de Albacete,,39.199594,-2.162547,,,,,Europe/Madrid,2
60503,,Minaya,,39.240738,-2.348403,,,,,Europe/Madrid,2
60402,,Campo de Criptana,,39.394343,-3.117746,,,,,Europe/Madrid,2
3001,,MengÃ­bar-Artichuela,,37.978219,-3.803308,,,,,Europe/Madrid,2
50202,,Almuradiel-Viso del MarquÃ©s,,38.514267,-3.501935,,,,,Europe/Madrid,2
50200,,Santa Cruz de Mudela,,38.644428,-3.451493,,,,,Europe/Madrid,2
60207,,El Romeral,,39.694516,-3.430502,,,,,Europe/Madrid,2
60206,,Tembleque,,39.722958,-3.497354,,,,,Europe/Madrid,2
65420,,L'Hospitalet de l'Infant,,40.99939,0.91253887,,,,,Europe/Madrid,2
65405,,L'Ametlla de Mar,,40.8862,0.80045321,,,,,Europe/Madrid,2
65404,,L'Ampolla-El PerellÃ³-Deltebre,,40.8119898,0.70826336,,,,,Europe/Madrid,2
65403,,Camarles-Deltebre,,40.7747633,0.67176095,,,,,Europe/Madrid,2
65401,,Camp-redÃ³,,40.7591556,0.55584433,,,,,Europe/Madrid,2
81106,,FÃ©culas-Navarra,,42.411148,-2.098196,,,,,Europe/Madrid,2
60901,,Caudete,,38.716163,-0.959727,,,,,Europe/Madrid,2
10603,,Corcos-Aguilarejo,,41.766446,-4.623485,,,,,Europe/Madrid,2
10604,,Cubillas de Santa Marta,,41.808861,-4.579754,,,,,Europe/Madrid,2
14101,,MonzÃ³n de Campos,,42.105538,-4.501677,,,,,Europe/Madrid,2
14117,,El CarriÃ³n,,42.1166417,-4.500692,,,,,Europe/Madrid,2
14102,,Amusco,,42.178019,-4.480743,,,,,Europe/Madrid,2
14103,,PiÃ±a,,42.211747,-4.434689,,,,,Europe/Madrid,2
14104,,FrÃ³mista,,42.2649,-4.402433,,,,,Europe/Madrid,2
14107,,Osorno,,42.415077,-4.357367,,,,,Europe/Madrid,2
14108,,Espinosa de Villagonzalo,,42.452373,-4.367811,,,,,Europe/Madrid,2
14111,,Herrera de Pisuerga,,42.598477,-4.316683,,,,,Europe/Madrid,2
14112,,Alar del Rey,,42.656837,-4.311372,,,,,Europe/Madrid,2
14113,,Mave,,42.723726,-4.27616,,,,,Europe/Madrid,2
14115,,Quintanilla de las Torres,,42.81903,-4.202753,,,,,Europe/Madrid,2
14200,,Mataporquera,,42.870901,-4.165406,,,,,Europe/Madrid,2
14206,,BÃ¡rcena,,43.1287054,-4.053473,,,,,Europe/Madrid,2
14210,,Los Corrales de Buelna,,43.2551009,-4.0639472,,,,,Europe/Madrid,2
14216,,Renedo,,43.3531069,-3.9496471,,,,,Europe/Madrid,2
14220,,MaliaÃ±o,,43.4161415,-3.8410762,,,,,Europe/Madrid,2
14230,,Valdecilla,,43.4540888,-3.8277628,,,,,Europe/Madrid,2
15006,,Cisneros,,42.19112,-4.850249,,,,,Europe/Madrid,2
15014,,Santas Martas,,42.460004,-5.386777,,,,,Europe/Madrid,2
